model,temperature,doc,text,domain,main_LAD,annotators_choice,recoded_choice,api_result,chosen_option,reasoning
mistral,0,"The annual Soap box Derby returns to the village of Richards Castle, between Leominster and Ludlow on the border of Herefordshire and Shropshire. Downhill Billies tackle the course. Photo: Keith Gluyas. The event, due to take place on Sunday, June 26, has seen a record number of entries, and will see a total of 38 soap boxes hurtling down the track at Hadway Common in the village. Racers have travelled from as far and wide as Plymouth and Hertfordshire as well as some favourite local entries such as the Orleton Primary school red bus, Wallace and Gromit, and the return of the Trotter family with their yellow Reliant Robin. The course is 550m long with a descent of 50m, with parts of the course steeper than others meaning participants can expect to reach speeds of up to 40mph. A competitor loses control and ends upside-down. Photo: Keith Gluyas. The event, which raises, up to £15,000 annually, will this year support the Ludlow Ukrainian Refugee Support Group, The Hope Centre in Bromyard, and Ludlow’s Men in Sheds. The Soap box Derby starts at 10am on 26th June, tickets are £5 per adult on the gate, children under 16 are free of charge. The Richards Castle Soap Box Derby will take place this Sunday Kate Tudge, committee member for the Richards Castle Soap box Derby said: ""We are enormously looking forward to welcoming everybody back to the races this year after narrowly missing out on holding the event last summer. ""We have a record number of entrants this year and we cant wait for the racing to start.""",Herefordshire,herefordtimes.com,"Herefordshire, County of","Herefordshire, County of","Herefordshire, County of",,Herefordshire,"The article mentions Richards Castle, which is located in Herefordshire."
mistral,0,"The annual Soap box Derby returns to the village of Richards Castle, between Leominster and Ludlow on the border of Herefordshire and Shropshire. Downhill Billies tackle the course. Photo: Keith Gluyas. The event, due to take place on Sunday, June 26, has seen a record number of entries, and will see a total of 38 soap boxes hurtling down the track at Hadway Common in the village. Racers have travelled from as far and wide as Plymouth and Hertfordshire as well as some favourite local entries such as the Orleton Primary school red bus, Wallace and Gromit, and the return of the Trotter family with their yellow Reliant Robin. The course is 550m long with a descent of 50m, with parts of the course steeper than others meaning participants can expect to reach speeds of up to 40mph. A competitor loses control and ends upside-down. Photo: Keith Gluyas. The event, which raises, up to £15,000 annually, will this year support the Ludlow Ukrainian Refugee Support Group, The Hope Centre in Bromyard, and Ludlow’s Men in Sheds. The Soap box Derby starts at 10am on 26th June, tickets are £5 per adult on the gate, children under 16 are free of charge. The Richards Castle Soap Box Derby will take place this Sunday Kate Tudge, committee member for the Richards Castle Soap box Derby said: ""We are enormously looking forward to welcoming everybody back to the races this year after narrowly missing out on holding the event last summer. ""We have a record number of entrants this year and we cant wait for the racing to start.""",Hertfordshire,herefordtimes.com,"Herefordshire, County of",East Hertfordshire,East Hertfordshire,,Herefordshire,"The article mentions Richards Castle, which is located in Herefordshire."
mistral,0,"Mini First Aid Suffolk go around the county, educating children on what they should do if someone needs medical help. The idea of Mini First Aid, was taken onto Dragons' Den last year, where they received £50,000 investment from Sara Davies MBE and has 70 franchises including in Suffolk. With funding from Ipswich Opportunity Area, 53 primary schools, nurseries and preschools across Ipswich will benefit from the training. Children at Highfield - Whitehouse Early Years benefitted from this training most recently, from one of the first aiders Naomi Cooper, and 'Big Ted'. Naomi said: ""It is very important to teach children first aid. ""You do see in papers from time to time that children from as young as three do actually ring 999 and get help so it is really important."" In these classes, students were taught how to use ice packs on bumps, how to put plasters on and how to call 999 and what to say. Naomi continued: ""I take a giant teddy along and we do wet bleeds, and use toy phones to practice calling 999, and we have a song which helps them remember the number, and we talk about the importance of knowing where they live. ""We also cover real basics of the recovery position but in a way that isn't scary. ""Obviously at that age, we don't want to go too far and scare the kids, but the way we teach the recovery position is a really fun way and the kids really enjoy it and the amount of information they retain is amazing."" Since September 2020, first aid training has been part of the national curriculum, which is being fulfilled by Mini First Aid. Naomi said: ""The kids love the sessions, I think it is mainly down to Big Ted though, they see him and they are so happy."" The children practice their first aid on Big Ted, learning how to put plasters on and ice packs.",Ipswich Opportunity Area,ipswichstar.co.uk,Ipswich,NA,Ipswich,,Ipswich,The article mentions that the funding for Mini First Aid comes from Ipswich Opportunity Area.
mistral,0,"The annual Soap box Derby returns to the village of Richards Castle, between Leominster and Ludlow on the border of Herefordshire and Shropshire. Downhill Billies tackle the course. Photo: Keith Gluyas. The event, due to take place on Sunday, June 26, has seen a record number of entries, and will see a total of 38 soap boxes hurtling down the track at Hadway Common in the village. Racers have travelled from as far and wide as Plymouth and Hertfordshire as well as some favourite local entries such as the Orleton Primary school red bus, Wallace and Gromit, and the return of the Trotter family with their yellow Reliant Robin. The course is 550m long with a descent of 50m, with parts of the course steeper than others meaning participants can expect to reach speeds of up to 40mph. A competitor loses control and ends upside-down. Photo: Keith Gluyas. The event, which raises, up to £15,000 annually, will this year support the Ludlow Ukrainian Refugee Support Group, The Hope Centre in Bromyard, and Ludlow’s Men in Sheds. The Soap box Derby starts at 10am on 26th June, tickets are £5 per adult on the gate, children under 16 are free of charge. The Richards Castle Soap Box Derby will take place this Sunday Kate Tudge, committee member for the Richards Castle Soap box Derby said: ""We are enormously looking forward to welcoming everybody back to the races this year after narrowly missing out on holding the event last summer. ""We have a record number of entrants this year and we cant wait for the racing to start.""",Leominster,herefordtimes.com,"Herefordshire, County of",LAD not in options,"Herefordshire, County of",,Herefordshire,"The article mentions Richards Castle, which is a village between Leominster and Ludlow on the border of Herefordshire and Shropshire. The domain 'herefordtimes.com' also suggests that the article is about Herefordshire."
mistral,0,"Before Ipswich Crown Court is Tony Constantine, 37, of Cordell Place, Long Melford who has pleaded not guilty to causing grievous bodily harm with intent to cause grievous bodily harm on September 17 last year. Giving evidence during his trial Constantine claimed the alleged victim has been armed with a hammer and had swung it at him. “I was fearful for my life if I got hit over the head with a hammer,” said Constantin. The court has heard that there was a background of ill feeling between Constantine and the alleged victim which had resulted in an exchange of messages in the days leading up to the alleged attack. Constantine claimed that in one message the alleged victim suggested they arranged “a meet” adding: “No tools. Just you and me. One on one.” Constantine said he had wanted to meet the alleged victim to have a conversation with him and to get their issues sorted out. He claimed that when they met up near the junction of the A134 and Springlands Avenue between Sudbury and Long Melford the alleged victim had hit him on the shoulder with a hammer and he had bitten him on the nose in self-defence while trying to get hold of the hammer. Matthew Bagnall, prosecuting, has claimed that Constantine had gone over to the alleged victim’s van without waiting for him to get out and attacked him. He claimed that Constantine held the man in the van and bit his nose causing a “significant” crescent-shaped wound. He said Constantine claimed that the alleged victim had a hammer and that he only bit his nose in order to defend himself from being attacked with the hammer. Mr Bagnall said it wasn’t disputed that there was a hammer in the van and the issue was at what stage the alleged victim had taken hold of it. During his evidence, the alleged victim of the attack denied he had been intent on using serious violence against Constantine. The jury retired to consider its verdict on Monday afternoon (November 14) and is expected to continue its deliberations on Tuesday (November 15).",Long Melford,eadt.co.uk,Peterborough,Babergh,Babergh,,Sudbury,"The article mentions a junction of the A134 and Springlands Avenue between Sudbury and Long Melford, indicating that Long Melford is near Sudbury."
mistral,0,"By Sian Bayley, local democracy reporter Big changes could soon be coming to the streets of Wandsworth as new plans for improvements along Putney High Street and Wandsworth Town Centre have been unveiled by the council. Putney has already seen a number of improvement works since September 2019 and could see some more changes in the future. This week the council announced that it had received a further £1.058m in funding from the Government from the Future High Streets initiative to help increase footfall on the high street. Wandsworth council hopes to split this into three projects which include: The Library Community and Incubator Hub – This could see a combined workspace and community hub brought to the high street using the existing library. The plan includes provision of 110sqm of affordable workspace, new meeting rooms and a community café. – This could see a combined workspace and community hub brought to the high street using the existing library. The plan includes provision of 110sqm of affordable workspace, new meeting rooms and a community café. Lower Richmond Road Junction – The council wants to give pedestrians more crossing facilities to help them access the northern end of the high street and the Thames. The plan includes a reduction in the number of signalised pedestrian crossing stages and traffic islands to make the pedestrian crossing simpler and easier to navigate. – The council wants to give pedestrians more crossing facilities to help them access the northern end of the high street and the Thames. The plan includes a reduction in the number of signalised pedestrian crossing stages and traffic islands to make the pedestrian crossing simpler and easier to navigate. Putney Embankment Extension – The proposal seeks to extend the Putney Embankment towards the high street and enhance the existing waterfront areas access. It could see a new kiosk building on Lower Richmond Road which combines a bus stop, improved access and coffee shop. The planning document for the future of the Wandle Delta area was also discussed at the council’s planning and transport committee last week (February 4). The Wandle Delta includes a number of sites north of Wandsworth Town Centre and south of the River Thames. Historically, it has been home to a lot of retail warehouses and industrial uses, but the redevelopment will look to increase the residential and leisure areas and provide new areas of public open space. Planning documents say: “The area will be transformed by creating an accessible and permeable network of streets and spaces, making it easy and enjoyable to get around on foot and by bike and supporting the intensification of uses.” Currently it is home to buildings associated with electricity, the former gas holders, waste and recycling facilities and ongoing access to Thames Tideway infrastructure which make it difficult and confusing to get around. Developers have recently acquired the vacant former gasworks site plus a neighbouring piece of land in Swandon Way – one of the last remaining undeveloped sites in the town centre – which the council hopes will be redeveloped to provide more homes and jobs for local people. The two sites cover 1.4 hectares, stretching from the River Wandle in the west up to Swandon Way in the east. It is expected that more sites will come forward for development in the next few years, so it is important for people to comment on the Supplementary Planning Document (SPD) for the area to help provide guidance on what new developments should look like and offer. A public consultation on the redevelopment of the Wandle Delta area will soon take place for residents to share their thoughts and concerns, and it is expected to be adopted in the spring/summer this year. Share on Social Media x facebook email whatsapp Related",Lower Richmond Road Junction,londonnewsonline.co.uk,Southwark,NA,Richmond,,Wandsworth,"The article mentions Putney High Street and Wandsworth Town Centre, which are located in the London Borough of Wandsworth."
mistral,0,"The annual Soap box Derby returns to the village of Richards Castle, between Leominster and Ludlow on the border of Herefordshire and Shropshire. Downhill Billies tackle the course. Photo: Keith Gluyas. The event, due to take place on Sunday, June 26, has seen a record number of entries, and will see a total of 38 soap boxes hurtling down the track at Hadway Common in the village. Racers have travelled from as far and wide as Plymouth and Hertfordshire as well as some favourite local entries such as the Orleton Primary school red bus, Wallace and Gromit, and the return of the Trotter family with their yellow Reliant Robin. The course is 550m long with a descent of 50m, with parts of the course steeper than others meaning participants can expect to reach speeds of up to 40mph. A competitor loses control and ends upside-down. Photo: Keith Gluyas. The event, which raises, up to £15,000 annually, will this year support the Ludlow Ukrainian Refugee Support Group, The Hope Centre in Bromyard, and Ludlow’s Men in Sheds. The Soap box Derby starts at 10am on 26th June, tickets are £5 per adult on the gate, children under 16 are free of charge. The Richards Castle Soap Box Derby will take place this Sunday Kate Tudge, committee member for the Richards Castle Soap box Derby said: ""We are enormously looking forward to welcoming everybody back to the races this year after narrowly missing out on holding the event last summer. ""We have a record number of entrants this year and we cant wait for the racing to start.""",Ludlow,herefordtimes.com,"Herefordshire, County of",Shropshire,Shropshire,,Shropshire,"The article mentions Ludlow, which is a town in Shropshire."
mistral,0,"Easier access to your trusted, local news. Subscribe to a digital package and support local news publishing. FORRES Mechanics manager Gordon Connelly has said there are ""so many pluses"" after his side's 1-0 defeat against Formartine United. After back-to-back 7-0 home losses in his first two games in charge, followed by a 2-0 defeat at Wick Academy, Connelly was encouraged by the performance in the defeat to Formartine at Mosset Park. A sixth minute goal from Stuart Smith was enough to give the visitors the three points, but the Cans competed well throughout. Connelly said: ""So many pluses have come out of the game. ""You can see their fitness levels have improved since we came in and that was a big issue. ""And I actually think the players enjoyed it. They gave us energy, we've just not got the luck in front of goals but I can't fault the effort."" Midfielder Jack Maley, formerly of Rothes, was a new face in the starting line-up for Mechanics, who were behind early on. A Kevin Hanratty cross was headed in at the near post by Formartine defender Stuart Smith to give the visitors the advantage. Forres' first chance came after 18 minutes, with new man Maley finding Callum Johnston whose shot was almost let slip by Ewan Macdonald. Moments later Jack Grant knocked just wide at the near post after a Dale Wood cross. Graeme Rodger had a couple of chances for the visitors before the break, with their best chance coming courtesy of Kevin Hanratty, but his shot was brilliantly blocked by Graham Fraser. Into the second half and the Cans scrapped away, with Lee Fraser's shot at the end of a good counter attack being blocked on the hour mark. Goalkeeper Lee Herbert had to be sharp to deny Rodger on 70 minutes, while substitute Jonny Smith headed just wide for Formartine on 84 minutes. Smith had the ball in the net from a free-kick three minutes later but was adjudged to have been in an offside position. The final chance fell the way of Daniel Park, who cut inside from 25 yards and fired a well-hit effort into the sidenetting. Mechanics have now lost four in a row under their new management team, without scoring. A trip to Strathspey Thistle on Saturday, before a home tie with Fort William after Christmas, gives the Cans the chance to change that. Connelly added: ""There are no easy games. The pyramid system has switched all teams on to the fear of losing and going down because there might not be a route back. ""We don't have the right to beat anybody. Strathspey were unlucky at Wick so they'll be a tough game. ""But it's one we go into with a bit of confidence so we'll hope to build on that.""",Mosset Park,forres-gazette.co.uk,Moray,Moray,Moray,,Forres,"The article mentions 'Mosset Park', which is a football ground located in Forres, Scotland."
mistral,0,"The Family Sex Show was scheduled to appear at arts venue The Garage as part of the Norfolk and Norwich Festival in May. But organisers say that after threats were made to performers they have been forced to ditch it. A festival spokeswoman said organisers stand by the ""intention and processes in creating this show"". Many criticised the show for being unsuitable for children as young as five due to nudity within the performance. More than 38,000 people signed an online petition demanding theatres cancel the production created by performance company This Egg. It stated: ""Children should not be desensitised to the sight of naked adult bodies or introduced to topics surrounding adult sexual pleasure which this production promotes and celebrates."" A banner for The Family Sex Show (Image: This Egg) A spokeswoman for the Norfolk and Norwich Festival has since confirmed the show has been cancelled from all venues. She said: ""The decision has been taken to cancel the performances of This Egg’s The Family Sex Show at The Garage, as part of Norfolk and Norwich Festival. ""In recent days there has been unacceptable threat and abuse directed at both the company and the venues hosting the tour by a small minority, and in order to ensure the safety of the performers, staff and audiences, the show will no longer play at this time at The Garage, as part of Norfolk and Norwich Festival. ""We continue to believe in both the intention and processes in creating this show."" The show was due to be taking place in Norwich from Monday, May 23 to Friday, May 27. The Garage in Norwich (Image: Archant) The festival spokeswoman continued: ""The Family Sex Show is a theatre show which opens up conversations around relationships offering safe and positive learning to children, young people and guardians about bodies and relationships, advised by safeguarding and educational specialists. ""Information regarding the content of the show was made available to bookers coming to see the production."" A social media post by This Egg states there will be performances for an invited audience at The Egg, Theatre Royal Bath, ahead of subsequent public performances in the future. It adds: ""For audiences who booked, or wanted to come to the show, we are sorry. We hope you will be able to soon.""",Norwich,edp24.co.uk,Norwich,LAD not in options,Norwich,,Norwich,The article mentions Norwich multiple times.
mistral,0,"The annual Soap box Derby returns to the village of Richards Castle, between Leominster and Ludlow on the border of Herefordshire and Shropshire. Downhill Billies tackle the course. Photo: Keith Gluyas. The event, due to take place on Sunday, June 26, has seen a record number of entries, and will see a total of 38 soap boxes hurtling down the track at Hadway Common in the village. Racers have travelled from as far and wide as Plymouth and Hertfordshire as well as some favourite local entries such as the Orleton Primary school red bus, Wallace and Gromit, and the return of the Trotter family with their yellow Reliant Robin. The course is 550m long with a descent of 50m, with parts of the course steeper than others meaning participants can expect to reach speeds of up to 40mph. A competitor loses control and ends upside-down. Photo: Keith Gluyas. The event, which raises, up to £15,000 annually, will this year support the Ludlow Ukrainian Refugee Support Group, The Hope Centre in Bromyard, and Ludlow’s Men in Sheds. The Soap box Derby starts at 10am on 26th June, tickets are £5 per adult on the gate, children under 16 are free of charge. The Richards Castle Soap Box Derby will take place this Sunday Kate Tudge, committee member for the Richards Castle Soap box Derby said: ""We are enormously looking forward to welcoming everybody back to the races this year after narrowly missing out on holding the event last summer. ""We have a record number of entrants this year and we cant wait for the racing to start.""",Plymouth,herefordtimes.com,"Herefordshire, County of",LAD not in options,Plymouth,,Shropshire,"The article mentions Richards Castle, which is located in Shropshire."
mistral,0,"Police are appealing for information to help trace a missing girl with links to Stoke-on-Trent. Ella Parnell was last seen wearing a black puffa coat, joggers and trainers three days ago. She is known to frequent Leeds, Hertfordshire, London, as well as the Potteriess. Ella, aged 16, was last seen wearing a black puffa coat, joggers and trainers. Anyone who can help trace Ella should call West Yorkshire Police and quote 1235 08/04/2021.",Potteriess,stokesentinel.co.uk,Stoke-on-Trent,NA,Stoke-on-Trent,,Unsure,"The article mentions Potteriess as a place Ella is known to frequent, but it does not specify which Local Authority District it belongs to."
